Strike price	Vers. num.	Opening price	High	Low	Bid price	Bid volume	Ask price	Ask volume	Diff. to previous day	Last price	Date	Time	Daily settlem. price	Traded contracts	Open interest (adj.)	Open interest date	Last trading day
2,550.00	0	n.a.	n.a.	n.a.	470.70	0	485.40	0	-5.64%	477.00	03/24/2016	18:12:55	477.00	0	80	01/29/2016	n.a.
2,500.00	0	n.a.	n.a.	n.a.	500.40	0	515.20	0	-5.50%	506.80	03/24/2016	18:12:55	506.80	0	24,850	03/16/2016	n.a.
2,450.00	0	n.a.	n.a.	n.a.	531.20	0	545.90	0	-5.42%	537.40	03/24/2016	18:12:55	537.40	0	152	02/12/2016	n.a.
2,400.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-5.29%	569.00	03/24/2016	18:12:55	569.00	0	17,100	10/09/2015	n.a.
2,350.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-5.19%	601.60	03/24/2016	18:12:55	601.60	0	0	01/11/2016	n.a.
2,300.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-5.02%	635.40	03/24/2016	18:12:55	635.40	0	14,501	02/10/2016	n.a.
2,250.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.94%	669.90	03/24/2016	18:12:55	669.90	0	700	09/10/2012	n.a.
2,200.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.83%	705.40	03/24/2016	18:12:55	705.40	0	12,000	12/15/2014	n.a.
2,100.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.61%	778.90	03/24/2016	18:12:55	778.90	0	4,300	11/12/2014	n.a.
2,000.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.38%	855.40	03/24/2016	18:12:55	855.40	0	3,002	11/12/2014	n.a.
1,900.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.15%	934.70	03/24/2016	18:12:55	934.70	0	0	07/05/2012	n.a.
1,850.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.06%	975.30	03/24/2016	18:12:55	975.30	0	0	04/30/2014	n.a.
1,800.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-3.96%	1,016.70	03/24/2016	18:12:55	1,016.70	0	0	07/05/2012	n.a.
1,700.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-3.77%	1,101.20	03/24/2016	18:12:55	1,101.20	0	0	07/05/2012	n.a.
1,600.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-3.59%	1,187.80	03/24/2016	18:12:55	1,187.80	0	1,000	10/09/2014	n.a.
1,500.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-3.41%	1,276.20	03/24/2016	18:12:55	1,276.20	0	0	07/05/2012	n.a.
1,400.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-3.25%	1,366.00	03/24/2016	18:12:55	1,366.00	0	0	07/05/2012	n.a.
1,300.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-3.09%	1,457.20	03/24/2016	18:12:55	1,457.20	0	0	07/05/2012	n.a.
1,200.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-2.95%	1,549.50	03/24/2016	18:12:55	1,549.50	0	0	07/05/2012	n.a.
1,000.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-2.68%	1,737.10	03/24/2016	18:12:55	1,737.10	0	3,050	04/03/2014	n.a.
800.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-2.45%	1,928.20	03/24/2016	18:12:55	1,928.20	0	0	07/05/2012	n.a.
700.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-2.34%	2,024.90	03/24/2016	18:12:55	2,024.90	0	0	07/05/2012	n.a.
