Strike price	Vers. num.	Opening price	High	Low	Bid price	Bid volume	Ask price	Ask volume	Diff. to previous day	Last price	Date	Time	Daily settlem. price	Traded contracts	Open interest (adj.)	Open interest date	Last trading day
10,000.00	0	n.a.	n.a.	n.a.	1.20	0	n.a.	0	-7.14%	2.60	03/24/2016	18:12:55	2.60	0	10	11/17/2014	n.a.
7,000.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.00%	9.60	03/24/2016	18:12:55	9.60	0	6	12/07/2015	n.a.
6,000.00	0	n.a.	n.a.	n.a.	20.00	0	n.a.	0	-3.65%	18.50	03/24/2016	18:12:55	18.50	0	6	03/21/2016	n.a.
5,500.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.39%	28.30	03/24/2016	18:12:55	28.30	0	3,580	03/03/2016	n.a.
5,000.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.62%	45.40	03/24/2016	18:12:55	45.40	0	40	04/30/2014	n.a.
4,000.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-5.58%	126.90	03/24/2016	18:12:55	126.90	0	9,200	02/16/2016	n.a.
3,800.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-5.55%	156.60	03/24/2016	18:12:55	156.60	0	0	03/14/2016	n.a.
3,700.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-5.76%	173.50	03/24/2016	18:12:55	173.50	0	800	07/22/2015	n.a.
3,600.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-5.78%	192.30	03/24/2016	18:12:55	192.30	0	16,600	03/11/2016	n.a.
3,500.00	0	n.a.	n.a.	n.a.	n.a.	0	520.00	0	-5.76%	212.80	03/24/2016	18:12:55	212.80	0	8,001	12/02/2015	n.a.
3,400.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-5.73%	235.40	03/24/2016	18:12:55	235.40	0	9,050	11/11/2015	n.a.
3,300.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-5.69%	260.00	03/24/2016	18:12:55	260.00	0	6,605	12/28/2015	n.a.
3,200.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-5.68%	287.10	03/24/2016	18:12:55	287.10	0	8,050	11/12/2015	n.a.
3,100.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-5.54%	317.00	03/24/2016	18:12:55	317.00	0	12,340	03/18/2016	n.a.
3,000.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-5.42%	349.30	03/24/2016	18:12:55	349.30	0	40,857	03/23/2016	n.a.
2,900.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-5.28%	384.20	03/24/2016	18:12:55	384.20	0	7,500	02/04/2016	n.a.
2,800.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-5.22%	421.60	03/24/2016	18:12:55	421.60	0	11,000	03/11/2016	n.a.
2,700.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-5.04%	462.00	03/24/2016	18:12:55	462.00	0	8,000	02/01/2016	n.a.
2,600.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.97%	505.10	03/24/2016	18:12:55	505.10	0	4	11/17/2014	n.a.
2,550.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.90%	527.80	03/24/2016	18:12:55	527.80	0	0	04/30/2014	n.a.
2,500.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.82%	551.50	03/24/2016	18:12:55	551.50	0	5,000	10/03/2012	n.a.
2,400.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.70%	600.70	03/24/2016	18:12:55	600.70	0	0	07/05/2012	n.a.
2,300.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.57%	652.90	03/24/2016	18:12:55	652.90	0	0	07/05/2012	n.a.
2,200.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.44%	708.20	03/24/2016	18:12:55	708.20	0	150	06/01/2015	n.a.
2,150.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.38%	737.10	03/24/2016	18:12:55	737.10	0	0	04/30/2014	n.a.
2,100.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.29%	766.70	03/24/2016	18:12:55	766.70	0	0	07/05/2012	n.a.
2,000.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.16%	827.50	03/24/2016	18:12:55	827.50	0	510	11/17/2014	n.a.
1,900.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.02%	891.20	03/24/2016	18:12:55	891.20	0	0	07/05/2012	n.a.
1,800.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-3.88%	957.70	03/24/2016	18:12:55	957.70	0	300	07/05/2012	n.a.
1,700.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-3.73%	1,027.20	03/24/2016	18:12:55	1,027.20	0	0	07/05/2012	n.a.
1,600.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-3.62%	1,098.90	03/24/2016	18:12:55	1,098.90	0	0	12/21/2012	n.a.
1,500.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-3.49%	1,173.00	03/24/2016	18:12:55	1,173.00	0	0	07/05/2012	n.a.
1,400.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-3.36%	1,249.30	03/24/2016	18:12:55	1,249.30	0	0	10/06/2014	n.a.
1,300.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-3.23%	1,327.60	03/24/2016	18:12:55	1,327.60	0	0	03/01/2013	n.a.
1,200.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-3.11%	1,407.80	03/24/2016	18:12:55	1,407.80	0	0	03/01/2016	n.a.
