Strike price	Vers. num.	Opening price	High	Low	Bid price	Bid volume	Ask price	Ask volume	Diff. to previous day	Last price	Date	Time	Daily settlem. price	Traded contracts	Open interest (adj.)	Open interest date	Last trading day
2,600.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-5.07%	488.90	03/24/2016	18:12:55	488.90	0	12,001	02/16/2016	n.a.
2,500.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.94%	538.90	03/24/2016	18:12:55	538.90	0	5,001	02/09/2016	n.a.
2,400.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.76%	592.00	03/24/2016	18:12:55	592.00	0	8,000	11/17/2014	n.a.
2,300.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.65%	648.50	03/24/2016	18:12:55	648.50	0	5,700	10/19/2012	n.a.
2,200.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.49%	708.20	03/24/2016	18:12:55	708.20	0	5,000	07/05/2012	n.a.
2,100.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.34%	771.10	03/24/2016	18:12:55	771.10	0	1,500	07/05/2012	n.a.
2,000.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.17%	836.90	03/24/2016	18:12:55	836.90	11,000	0	07/05/2012	n.a.
1,900.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.01%	905.30	03/24/2016	18:12:55	905.30	0	200	05/24/2013	n.a.
1,800.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-3.86%	976.60	03/24/2016	18:12:55	976.60	0	0	07/05/2012	n.a.
1,700.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-3.74%	1,050.60	03/24/2016	18:12:55	1,050.60	0	0	07/05/2012	n.a.
1,600.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-3.58%	1,127.20	03/24/2016	18:12:55	1,127.20	0	0	07/05/2012	n.a.
1,500.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-3.44%	1,205.90	03/24/2016	18:12:55	1,205.90	0	0	07/05/2012	n.a.
1,400.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-3.31%	1,286.60	03/24/2016	18:12:55	1,286.60	0	0	07/05/2012	n.a.
1,300.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-3.18%	1,369.00	03/24/2016	18:12:55	1,369.00	0	0	07/05/2012	n.a.
1,000.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-2.80%	1,626.10	03/24/2016	18:12:55	1,626.10	0	2,919	02/01/2016	n.a.
