Strike price	Vers. num.	Opening price	High	Low	Bid price	Bid volume	Ask price	Ask volume	Diff. to previous day	Last price	Date	Time	Daily settlem. price	Traded contracts	Open interest (adj.)	Open interest date	Last trading day
3,500.00	0	n.a.	n.a.	n.a.	55.00	0	400.00	0	-6.31%	148.60	03/24/2016	18:12:55	148.60	0	22,036	12/14/2015	n.a.
3,400.00	0	n.a.	n.a.	n.a.	55.00	0	n.a.	0	-6.30%	171.00	03/24/2016	18:12:55	171.00	0	28,773	02/05/2016	n.a.
3,300.00	0	n.a.	n.a.	n.a.	55.00	0	n.a.	0	-6.34%	196.40	03/24/2016	18:12:55	196.40	0	41,352	01/04/2016	n.a.
3,200.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-6.29%	224.90	03/24/2016	18:12:55	224.90	0	51,134	01/22/2016	n.a.
3,100.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-6.14%	257.00	03/24/2016	18:12:55	257.00	0	49,526	03/17/2016	n.a.
3,000.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-5.98%	292.40	03/24/2016	18:12:55	292.40	0	48,394	03/10/2016	n.a.
2,900.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-5.83%	331.30	03/24/2016	18:12:55	331.30	0	16,230	02/24/2016	n.a.
2,800.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-5.60%	373.90	03/24/2016	18:12:55	373.90	0	28,200	03/14/2016	n.a.
2,700.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-5.45%	419.60	03/24/2016	18:12:55	419.60	0	14,000	02/15/2016	n.a.
2,600.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-5.33%	469.30	03/24/2016	18:12:55	469.30	0	8,900	03/01/2016	n.a.
2,500.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-5.13%	523.20	03/24/2016	18:12:55	523.20	0	9,901	03/17/2016	n.a.
2,450.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-5.06%	551.40	03/24/2016	18:12:55	551.40	0	0	04/30/2014	n.a.
2,400.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.96%	580.50	03/24/2016	18:12:55	580.50	0	5,400	11/12/2014	n.a.
2,300.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.80%	641.30	03/24/2016	18:12:55	641.30	0	3,000	07/05/2012	n.a.
2,200.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.62%	705.90	03/24/2016	18:12:55	705.90	0	5,500	07/05/2012	n.a.
2,100.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.42%	773.90	03/24/2016	18:12:55	773.90	0	0	07/05/2012	n.a.
2,000.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.24%	844.60	03/24/2016	18:12:55	844.60	0	0	11/12/2014	n.a.
1,900.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-4.08%	918.00	03/24/2016	18:12:55	918.00	0	500	07/05/2012	n.a.
1,800.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-3.90%	994.40	03/24/2016	18:12:55	994.40	0	0	07/05/2012	n.a.
1,700.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-3.73%	1,073.50	03/24/2016	18:12:55	1,073.50	0	0	07/05/2012	n.a.
1,600.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-3.57%	1,154.90	03/24/2016	18:12:55	1,154.90	0	0	07/05/2012	n.a.
1,500.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-3.42%	1,238.30	03/24/2016	18:12:55	1,238.30	0	0	07/05/2012	n.a.
1,400.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-3.27%	1,323.50	03/24/2016	18:12:55	1,323.50	0	0	07/05/2012	n.a.
1,300.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-3.13%	1,410.20	03/24/2016	18:12:55	1,410.20	0	1,933	01/15/2016	n.a.
1,200.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-3.00%	1,498.30	03/24/2016	18:12:55	1,498.30	0	0	07/05/2012	n.a.
1,000.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-2.74%	1,678.50	03/24/2016	18:12:55	1,678.50	0	1,000	11/12/2014	n.a.
800.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-2.52%	1,863.30	03/24/2016	18:12:55	1,863.30	0	0	07/05/2012	n.a.
500.00	0	n.a.	n.a.	n.a.	n.a.	0	n.a.	0	-2.22%	2,148.50	03/24/2016	18:12:55	2,148.50	0	0	07/05/2012	n.a.
